i,j,text_a,text_b,type_a,type_b,created_a,created_b,similarity,action
205,446,User prefers tea over coffee,User prefers tea over coffee,preference,preference,2026-02-05,2026-07-13,1.0,DUPLICATE
205,453,User prefers tea over coffee,User prefers tea over coffee,preference,preference,2026-02-05,2026-05-08,1.0,DUPLICATE
205,500,User prefers tea over coffee,User prefers tea over coffee,preference,preference,2026-02-05,2026-05-13,1.0,DUPLICATE
205,501,User prefers tea over coffee,User prefers coffee over tea,preference,preference,2026-02-05,2026-05-23,0.996,DUPLICATE
206,214,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-04-12,2026-07-24,1.0,DUPLICATE
206,289,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-04-12,2026-06-07,1.0,DUPLICATE
206,302,User celebrated their birthday recently,User's birthday is in March,event,fact,2026-04-12,2026-03-22,0.831,RELATED
206,337,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-04-12,2026-04-15,1.0,DUPLICATE
206,351,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-04-12,2026-02-15,1.0,DUPLICATE
206,365,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-04-12,2026-07-07,1.0,DUPLICATE
206,372,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-04-12,2026-06-30,1.0,DUPLICATE
206,377,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-04-12,2026-06-15,1.0,DUPLICATE
206,398,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-04-12,2026-06-10,1.0,DUPLICATE
206,468,User celebrated their birthday recently,User's birthday is in March,event,fact,2026-04-12,2026-01-31,0.831,RELATED
206,471,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-04-12,2026-03-18,1.0,DUPLICATE
206,476,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-04-12,2026-07-03,1.0,DUPLICATE
207,217,Finish reading the assigned book by next week,Finish reading the assigned book by next week,task,task,2026-03-09,2026-05-25,1.0,DUPLICATE
207,281,Finish reading the assigned book by next week,Finish reading the assigned book by next week,task,task,2026-03-09,2026-07-06,1.0,DUPLICATE
207,295,Finish reading the assigned book by next week,Finish reading the assigned book by next week,task,task,2026-03-09,2026-04-22,1.0,DUPLICATE
207,305,Finish reading the assigned book by next week,Finish reading the assigned book by next week,task,task,2026-03-09,2026-01-31,1.0,DUPLICATE
207,320,Finish reading the assigned book by next week,Finish reading the assigned book by next week,task,task,2026-03-09,2026-07-13,1.0,DUPLICATE
207,336,Finish reading the assigned book by next week,Finish reading the assigned book by next week,task,task,2026-03-09,2026-05-20,1.0,DUPLICATE
207,357,Finish reading the assigned book by next week,Finish reading the assigned book by next week,task,task,2026-03-09,2026-03-29,1.0,DUPLICATE
207,396,Finish reading the assigned book by next week,Finish reading the assigned book by next week,task,task,2026-03-09,2026-06-23,1.0,DUPLICATE
207,481,Finish reading the assigned book by next week,Finish reading the assigned book by next week,task,task,2026-03-09,2026-05-21,1.0,DUPLICATE
208,211,Renew driving license this month,Renew driving license this month,task,task,2026-04-08,2026-03-30,1.0,DUPLICATE
208,234,Renew driving license this month,Renew driving license this month,task,task,2026-04-08,2026-04-06,1.0,DUPLICATE
208,237,Renew driving license this month,Renew driving license this month,task,task,2026-04-08,2026-02-22,1.0,DUPLICATE
208,277,Renew driving license this month,Renew driving license this month,task,task,2026-04-08,2026-05-15,1.0,DUPLICATE
208,286,Renew driving license this month,Renew driving license this month,task,task,2026-04-08,2026-04-03,1.0,DUPLICATE
208,322,Renew driving license this month,Renew driving license this month,task,task,2026-04-08,2026-07-01,1.0,DUPLICATE
208,367,Renew driving license this month,Renew driving license this month,task,task,2026-04-08,2026-03-26,1.0,DUPLICATE
208,391,Renew driving license this month,Renew driving license this month,task,task,2026-04-08,2026-03-28,1.0,DUPLICATE
208,413,Renew driving license this month,Renew driving license this month,task,task,2026-04-08,2026-06-13,1.0,DUPLICATE
208,432,Renew driving license this month,Renew driving license this month,task,task,2026-04-08,2026-07-05,1.0,DUPLICATE
208,436,Renew driving license this month,Renew driving license this month,task,task,2026-04-08,2026-04-12,1.0,DUPLICATE
209,220,Pay electricity bill by Friday,Pay electricity bill by Friday,task,task,2026-04-18,2026-05-14,1.0,DUPLICATE
209,229,Pay electricity bill by Friday,Pay electricity bill by Friday,task,task,2026-04-18,2026-06-26,1.0,DUPLICATE
209,307,Pay electricity bill by Friday,Pay electricity bill by Friday,task,task,2026-04-18,2026-03-07,1.0,DUPLICATE
209,325,Pay electricity bill by Friday,Pay electricity bill by Friday,task,task,2026-04-18,2026-02-15,1.0,DUPLICATE
209,460,Pay electricity bill by Friday,Pay electricity bill by Friday,task,task,2026-04-18,2026-04-09,1.0,DUPLICATE
209,467,Pay electricity bill by Friday,Pay electricity bill by Friday,task,task,2026-04-18,2026-05-22,1.0,DUPLICATE
209,475,Pay electricity bill by Friday,Pay electricity bill by Friday,task,task,2026-04-18,2026-01-30,1.0,DUPLICATE
210,282,User prefers dark mode,User prefers dark mode,preference,preference,2026-05-08,2026-05-23,1.0,DUPLICATE
210,309,User prefers dark mode,User prefers dark mode,preference,preference,2026-05-08,2026-05-21,1.0,DUPLICATE
210,315,User prefers dark mode,User prefers dark mode,preference,preference,2026-05-08,2026-05-23,1.0,DUPLICATE
210,388,User prefers dark mode,User prefers dark mode,preference,preference,2026-05-08,2026-04-18,1.0,DUPLICATE
210,429,User prefers dark mode,User prefers dark mode,preference,preference,2026-05-08,2026-04-16,1.0,DUPLICATE
210,479,User prefers dark mode,User prefers dark mode,preference,preference,2026-05-08,2026-03-29,1.0,DUPLICATE
210,502,User prefers dark mode,User prefers dark mode,preference,preference,2026-05-08,2026-05-31,1.0,DUPLICATE
210,503,User prefers dark mode,User prefers light mode,preference,preference,2026-05-08,2026-06-04,0.837,CONFLICT
211,234,Renew driving license this month,Renew driving license this month,task,task,2026-03-30,2026-04-06,1.0,DUPLICATE
211,237,Renew driving license this month,Renew driving license this month,task,task,2026-03-30,2026-02-22,1.0,DUPLICATE
211,277,Renew driving license this month,Renew driving license this month,task,task,2026-03-30,2026-05-15,1.0,DUPLICATE
211,286,Renew driving license this month,Renew driving license this month,task,task,2026-03-30,2026-04-03,1.0,DUPLICATE
211,322,Renew driving license this month,Renew driving license this month,task,task,2026-03-30,2026-07-01,1.0,DUPLICATE
211,367,Renew driving license this month,Renew driving license this month,task,task,2026-03-30,2026-03-26,1.0,DUPLICATE
211,391,Renew driving license this month,Renew driving license this month,task,task,2026-03-30,2026-03-28,1.0,DUPLICATE
211,413,Renew driving license this month,Renew driving license this month,task,task,2026-03-30,2026-06-13,1.0,DUPLICATE
211,432,Renew driving license this month,Renew driving license this month,task,task,2026-03-30,2026-07-05,1.0,DUPLICATE
211,436,Renew driving license this month,Renew driving license this month,task,task,2026-03-30,2026-04-12,1.0,DUPLICATE
212,312,User dislikes spicy food,User dislikes spicy food,preference,preference,2026-02-23,2026-05-07,1.0,DUPLICATE
212,359,User dislikes spicy food,User dislikes spicy food,preference,preference,2026-02-23,2026-06-14,1.0,DUPLICATE
212,371,User dislikes spicy food,User dislikes spicy food,preference,preference,2026-02-23,2026-05-16,1.0,DUPLICATE
212,504,User dislikes spicy food,User dislikes spicy food,preference,preference,2026-02-23,2026-06-25,1.0,DUPLICATE
212,505,User dislikes spicy food,User loves spicy food,preference,preference,2026-02-23,2026-07-11,0.872,CONFLICT
213,232,User's favorite color is blue,User's favorite color is blue,fact,fact,2026-05-28,2026-06-11,1.0,DUPLICATE
213,244,User's favorite color is blue,User's favorite color is blue,fact,fact,2026-05-28,2026-02-14,1.0,DUPLICATE
213,258,User's favorite color is blue,User's favorite color is blue,fact,fact,2026-05-28,2026-06-23,1.0,DUPLICATE
213,321,User's favorite color is blue,User's favorite color is blue,fact,fact,2026-05-28,2026-03-15,1.0,DUPLICATE
213,353,User's favorite color is blue,User's favorite color is blue,fact,fact,2026-05-28,2026-07-03,1.0,DUPLICATE
213,385,User's favorite color is blue,User's favorite color is blue,fact,fact,2026-05-28,2026-07-03,1.0,DUPLICATE
214,289,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-07-24,2026-06-07,1.0,DUPLICATE
214,302,User celebrated their birthday recently,User's birthday is in March,event,fact,2026-07-24,2026-03-22,0.831,RELATED
214,337,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-07-24,2026-04-15,1.0,DUPLICATE
214,351,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-07-24,2026-02-15,1.0,DUPLICATE
214,365,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-07-24,2026-07-07,1.0,DUPLICATE
214,372,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-07-24,2026-06-30,1.0,DUPLICATE
214,377,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-07-24,2026-06-15,1.0,DUPLICATE
214,398,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-07-24,2026-06-10,1.0,DUPLICATE
214,468,User celebrated their birthday recently,User's birthday is in March,event,fact,2026-07-24,2026-01-31,0.831,RELATED
214,471,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-07-24,2026-03-18,1.0,DUPLICATE
214,476,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-07-24,2026-07-03,1.0,DUPLICATE
215,224,User went on a trip to Goa,User went on a trip to Goa,event,event,2026-05-28,2026-07-07,1.0,DUPLICATE
215,225,User went on a trip to Goa,User went on a trip to Goa,event,event,2026-05-28,2026-05-07,1.0,DUPLICATE
215,235,User went on a trip to Goa,User went on a trip to Goa,event,event,2026-05-28,2026-05-13,1.0,DUPLICATE
215,242,User went on a trip to Goa,User went on a trip to Goa,event,event,2026-05-28,2026-06-26,1.0,DUPLICATE
215,255,User went on a trip to Goa,User went on a trip to Goa,event,event,2026-05-28,2026-07-10,1.0,DUPLICATE
215,330,User went on a trip to Goa,User went on a trip to Goa,event,event,2026-05-28,2026-04-21,1.0,DUPLICATE
215,419,User went on a trip to Goa,User went on a trip to Goa,event,event,2026-05-28,2026-02-16,1.0,DUPLICATE
215,462,User went on a trip to Goa,User went on a trip to Goa,event,event,2026-05-28,2026-02-09,1.0,DUPLICATE
216,270,User is learning Spanish,User wants to learn Spanish,goal,goal,2026-03-16,2026-05-16,0.919,NEAR_DUPLICATE
216,331,User is learning Spanish,User wants to learn Spanish,goal,goal,2026-03-16,2026-07-03,0.919,NEAR_DUPLICATE
216,358,User is learning Spanish,User wants to learn Spanish,goal,goal,2026-03-16,2026-06-29,0.919,NEAR_DUPLICATE
216,420,User is learning Spanish,User is learning Spanish,goal,goal,2026-03-16,2026-06-06,1.0,DUPLICATE
216,439,User is learning Spanish,User wants to learn Spanish,goal,goal,2026-03-16,2026-03-30,0.919,NEAR_DUPLICATE
216,458,User is learning Spanish,User wants to learn Spanish,goal,goal,2026-03-16,2026-05-08,0.919,NEAR_DUPLICATE
216,510,User is learning Spanish,User is learning Spanish,goal,goal,2026-03-16,2026-05-09,1.0,DUPLICATE
216,511,User is learning Spanish,User is now fluent in Spanish,goal,fact,2026-03-16,2026-06-18,0.786,EVOLVING
217,281,Finish reading the assigned book by next week,Finish reading the assigned book by next week,task,task,2026-05-25,2026-07-06,1.0,DUPLICATE
217,295,Finish reading the assigned book by next week,Finish reading the assigned book by next week,task,task,2026-05-25,2026-04-22,1.0,DUPLICATE
217,305,Finish reading the assigned book by next week,Finish reading the assigned book by next week,task,task,2026-05-25,2026-01-31,1.0,DUPLICATE
217,320,Finish reading the assigned book by next week,Finish reading the assigned book by next week,task,task,2026-05-25,2026-07-13,1.0,DUPLICATE
217,336,Finish reading the assigned book by next week,Finish reading the assigned book by next week,task,task,2026-05-25,2026-05-20,1.0,DUPLICATE
217,357,Finish reading the assigned book by next week,Finish reading the assigned book by next week,task,task,2026-05-25,2026-03-29,1.0,DUPLICATE
217,396,Finish reading the assigned book by next week,Finish reading the assigned book by next week,task,task,2026-05-25,2026-06-23,1.0,DUPLICATE
217,481,Finish reading the assigned book by next week,Finish reading the assigned book by next week,task,task,2026-05-25,2026-05-21,1.0,DUPLICATE
218,375,User has a cat named Whiskers,User has a cat named Whiskers,fact,fact,2026-03-02,2026-05-29,1.0,DUPLICATE
218,383,User has a cat named Whiskers,User has a cat named Whiskers,fact,fact,2026-03-02,2026-03-14,1.0,DUPLICATE
218,402,User has a cat named Whiskers,User has a cat named Whiskers,fact,fact,2026-03-02,2026-04-18,1.0,DUPLICATE
218,409,User has a cat named Whiskers,User has a cat named Whiskers,fact,fact,2026-03-02,2026-07-21,1.0,DUPLICATE
218,441,User has a cat named Whiskers,User has a cat named Whiskers,fact,fact,2026-03-02,2026-06-02,1.0,DUPLICATE
219,352,User likes detailed explanations,User likes detailed explanations,preference,preference,2026-04-01,2026-02-22,1.0,DUPLICATE
219,393,User likes detailed explanations,User likes detailed explanations,preference,preference,2026-04-01,2026-02-05,1.0,DUPLICATE
219,435,User likes detailed explanations,User likes detailed explanations,preference,preference,2026-04-01,2026-05-14,1.0,DUPLICATE
219,473,User likes detailed explanations,User likes detailed explanations,preference,preference,2026-04-01,2026-06-21,1.0,DUPLICATE
220,229,Pay electricity bill by Friday,Pay electricity bill by Friday,task,task,2026-05-14,2026-06-26,1.0,DUPLICATE
220,307,Pay electricity bill by Friday,Pay electricity bill by Friday,task,task,2026-05-14,2026-03-07,1.0,DUPLICATE
220,325,Pay electricity bill by Friday,Pay electricity bill by Friday,task,task,2026-05-14,2026-02-15,1.0,DUPLICATE
220,460,Pay electricity bill by Friday,Pay electricity bill by Friday,task,task,2026-05-14,2026-04-09,1.0,DUPLICATE
220,467,Pay electricity bill by Friday,Pay electricity bill by Friday,task,task,2026-05-14,2026-05-22,1.0,DUPLICATE
220,475,Pay electricity bill by Friday,Pay electricity bill by Friday,task,task,2026-05-14,2026-01-30,1.0,DUPLICATE
221,227,User wants to buy a house within five years,User is saving up to buy a house,goal,goal,2026-04-18,2026-04-08,0.722,RELATED
